Gender,10th marks,12th marks,Cgpa,Internships(Y/N),Training(Y/N),Backlog in 5th sem,Innovative Project(Y/N),Communication level,Technical Course(Y/N),Placement(Y/N)?,10th board_CBSE,10th board_ICSE,10th board_State Board,10th board_WBBSE,12th board_BSEB,12th board_CBSE,12th board_CISCE,12th board_Diploma,12th board_Diploma board - MSBTE,12th board_ISC,12th board_ISE,12th board_MSBTE,12th board_Other state Board,12th board_WBBSE,12th board_WBCHSE,Stream_Chemical Engineering,Stream_Civil Engineering,Stream_Computer Science and Design,Stream_Computer Science and Engineering,Stream_Computer Science in AIML,Stream_Computer Science in Data Science,Stream_Electrical Engineering,Stream_Electrical and Electronics Engineering,Stream_Electronic Engineering,Stream_Electronics Engineering,Stream_Electronics and Communication Engineering,Stream_Electronics and Communication and Engineeing,Stream_IMsc Maths and Computing,Stream_Information Technology,Stream_Mechanical Engineering,Stream_Production Engineering
1,86.8,64.6,9.0,1,1,1,1.0,1,0.0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,91.4,92.2,7.96,1,0,0,1.0,4,1.0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,70.4,89.3,9.48,0,0,0,1.0,2,1.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,78.6,83.9,7.99,0,1,0,1.0,2,1.0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,90.5,61.0,9.39,1,1,0,1.0,4,1.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,91.8,78.7,7.62,1,1,0,1.0,1,1.0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,91.9,79.9,7.13,0,1,0,1.0,5,1.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,74.1,67.8,7.16,0,0,0,1.0,4,1.0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,96.7,75.7,8.88,1,1,0,1.0,3,1.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,81.2,74.7,7.09,0,1,1,0.0,3,1.0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,80.2,94.3,8.8,0,0,1,1.0,5,1.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,99.5,90.1,7.37,0,0,0,1.0,1,1.0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,83.1,61.9,7.37,1,0,0,1.0,3,1.0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,75.5,73.8,8.55,0,1,0,1.0,5,1.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,76.3,81.8,9.07,1,1,0,1.0,5,1.0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,73.0,72.8,8.35,0,0,0,0.0,4,1.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,84.2,78.8,8.88,1,0,0,1.0,3,1.0,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,90.6,69.9,8.33,0,0,0,1.0,2,1.0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,94.6,91.5,8.3,1,1,1,0.0,2,1.0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,81.2,70.0,7.36,0,1,0,1.0,2,1.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,83.0,88.0,7.9,0,0,0,0.0,2,0.0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,92.3,91.3,8.78,1,1,1,0.0,2,1.0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,96.6,85.0,8.54,1,0,0,1.0,4,1.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,71.3,91.8,7.52,0,1,0,1.0,1,1.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,79.0,83.0,9.21,0,0,0,0.0,4,1.0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,74.0,92.0,7.34,1,1,0,1.0,4,1.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,95.2,60.9,8.89,1,1,1,0.0,2,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,32.0,59.83,9.2,0,0,0,1.0,2,1.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,96.1,87.9,8.34,0,1,0,1.0,2,1.0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,97.5,62.3,8.94,1,1,0,1.0,4,1.0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,89.9,73.1,7.24,0,0,0,1.0,3,0.0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,90.2,76.0,9.11,1,1,0,1.0,2,1.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,85.4,91.7,7.87,1,1,0,1.0,5,1.0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,92.1,83.0,7.49,0,0,0,1.0,2,1.0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,74.7,93.1,8.11,1,1,0,1.0,3,0.0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,47.0,88.0,7.9,1,1,1,1.0,3,1.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,93.4,88.0,8.49,0,0,0,1.0,2,1.0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,97.5,60.3,9.29,1,0,0,1.0,1,1.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,91.0,87.0,8.2,1,1,1,1.0,3,0.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,74.3,93.1,8.36,0,0,0,1.0,5,1.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,99.8,80.8,8.26,1,0,0,1.0,3,1.0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,70.7,62.2,8.2,0,0,0,1.0,5,1.0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,95.4,79.0,7.96,1,1,0,1.0,5,1.0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,88.4,83.4,7.4,0,1,0,1.0,1,1.0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,89.5,79.9,8.41,1,0,1,0.0,5,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,72.2,80.5,9.28,0,0,0,0.0,2,1.0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,87.5,72.9,8.18,1,0,0,0.0,3,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,75.2,85.5,8.18,1,1,0,0.0,1,0.0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,87.4,91.4,8.41,1,0,1,1.0,1,1.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,98.3,94.7,8.52,1,0,0,1.0,1,1.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,85.2,80.7,7.69,0,0,0,1.0,1,1.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,86.6,81.3,7.15,0,1,1,0.0,5,0.0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,94.1,62.8,7.55,0,1,0,1.0,5,1.0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,79.4,79.4,9.34,0,1,0,1.0,2,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,95.1,81.7,8.08,1,0,0,1.0,1,1.0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,72.0,90.5,9.21,0,1,0,1.0,1,1.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,84.5,87.4,7.67,0,0,0,1.0,5,1.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,75.7,80.6,7.35,1,0,0,1.0,4,1.0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,91.7,91.9,7.14,1,0,0,0.0,2,1.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,82.8,89.8,8.45,1,1,0,1.0,3,1.0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,80.2,74.7,8.82,1,1,1,0.0,2,1.0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,92.7,82.1,8.88,1,1,1,0.0,1,1.0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,82.9,86.1,9.23,0,1,0,0.0,4,1.0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,85.7,63.6,9.02,1,0,0,1.0,4,1.0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,87.5,87.3,7.23,1,1,0,0.0,3,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,95.6,94.0,8.21,0,1,0,0.0,5,0.0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,77.6,84.6,9.12,0,1,1,0.0,2,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,79.7,91.5,9.21,1,1,0,0.0,2,1.0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,82.0,75.9,7.6,0,1,0,1.0,1,1.0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,70.7,77.4,8.22,0,0,0,0.0,2,1.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,77.3,91.4,8.92,1,0,0,1.0,3,1.0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,81.0,79.8,8.1,0,1,0,1.0,2,0.0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,82.9,71.8,7.46,0,0,1,1.0,4,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,76.2,74.8,9.04,1,0,0,0.0,4,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,83.6,70.9,8.95,0,0,0,1.0,2,1.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,78.7,62.5,9.16,1,1,1,0.0,3,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,78.6,86.9,8.23,0,1,1,1.0,1,1.0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,88.1,82.6,7.1,1,1,0,1.0,4,1.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,85.5,82.4,7.49,0,0,0,1.0,1,1.0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,91.8,88.5,9.48,0,0,1,1.0,3,1.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,73.2,65.0,7.79,0,0,0,1.0,4,1.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,99.9,86.4,9.16,1,0,0,1.0,3,1.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,77.5,69.0,8.3,0,0,0,1.0,4,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,83.7,91.0,7.11,0,1,0,0.0,4,1.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,91.7,68.9,8.34,0,1,0,0.0,2,0.0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,72.4,80.6,9.16,1,0,0,1.0,2,1.0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,70.8,65.1,8.64,0,1,0,1.0,3,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,82.9,87.3,8.49,0,1,0,1.0,2,1.0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,84.8,92.8,7.01,0,0,0,1.0,2,1.0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,99.8,63.7,9.35,0,1,0,0.0,3,0.0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,70.6,70.7,8.43,1,1,0,1.0,1,1.0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,91.2,73.3,8.49,1,0,0,1.0,5,1.0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,80.5,68.6,7.28,0,0,1,1.0,2,0.0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,70.9,94.8,8.8,1,0,0,1.0,1,1.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,97.0,88.6,8.24,0,1,0,1.0,4,1.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,88.3,78.4,7.61,1,1,0,0.0,5,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,88.7,83.6,7.27,0,1,0,1.0,5,1.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,85.3,76.4,9.25,0,0,0,1.0,4,0.0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,59.0,55.0,7.93,0,1,1,1.0,3,0.0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,87.1,87.0,8.68,1,0,0,1.0,5,1.0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,96.5,80.9,8.27,1,0,0,0.0,1,1.0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,91.0,86.1,8.82,0,1,0,1.0,2,1.0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,81.8,63.5,7.04,1,1,1,0.0,4,1.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,73.0,84.0,7.12,0,1,0,0.0,3,1.0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,76.4,66.2,8.66,1,1,0,0.0,2,1.0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,83.9,93.5,8.13,0,1,1,1.0,5,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,90.5,83.1,8.27,1,0,1,0.0,3,1.0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,94.0,74.7,8.71,0,0,1,0.0,4,0.0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,85.9,76.9,8.85,1,1,0,1.0,5,1.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,98.5,69.8,8.47,0,0,0,1.0,2,1.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,90.6,64.2,7.09,0,1,1,0.0,1,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,97.2,96.4,8.26,1,1,1,1.0,3,1.0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,89.2,89.7,8.33,1,0,1,0.0,2,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,97.6,87.5,9.17,1,1,0,0.0,1,0.0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,84.2,88.0,8.11,1,1,0,1.0,4,1.0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,82.8,61.9,8.57,1,0,0,1.0,2,1.0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,72.6,62.6,8.04,0,0,0,1.0,5,1.0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,91.0,91.8,7.39,1,1,0,0.0,1,1.0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,82.8,85.0,7.51,0,0,1,1.0,4,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,75.4,83.1,7.77,0,1,0,1.0,4,1.0,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,90.8,74.7,7.32,1,1,0,0.0,4,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,93.0,66.4,7.4,0,1,0,1.0,4,0.0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,78.3,92.5,8.01,1,1,0,0.0,2,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,74.1,80.1,7.12,1,0,0,1.0,4,1.0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,78.4,81.6,8.77,1,0,0,1.0,1,1.0,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,70.5,63.9,7.54,1,1,0,1.0,5,1.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,86.7,71.4,8.82,1,1,0,1.0,1,1.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,95.0,93.2,7.21,0,0,0,1.0,4,1.0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,84.5,67.0,7.2,1,1,1,0.0,5,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,76.8,82.0,7.79,1,0,0,1.0,4,1.0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,90.8,92.0,9.94,1,0,1,1.0,4,0.0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,73.1,66.3,8.83,1,0,0,1.0,2,1.0,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,93.2,89.0,8.13,1,1,0,1.0,5,1.0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,81.8,74.5,9.39,0,0,0,1.0,1,1.0,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,86.5,93.4,8.8,0,0,1,1.0,5,1.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,85.5,62.3,7.99,0,0,1,1.0,5,1.0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,86.6,71.3,7.65,1,0,0,1.0,3,1.0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,99.2,73.4,8.3,1,1,0,1.0,5,0.0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,85.1,87.3,7.9,1,0,1,1.0,5,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,98.9,78.6,9.55,0,0,0,1.0,3,1.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,95.0,93.0,8.2,1,0,1,1.0,3,1.0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,84.3,90.0,7.0,0,1,0,1.0,4,1.0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,90.3,83.9,9.36,1,1,0,1.0,1,1.0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,87.3,60.3,7.17,0,0,0,1.0,2,1.0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
